Word,Auditory.mean,Gustatory.mean,Haptic.mean,Interoceptive.mean,Olfactory.mean,Visual.mean,Foot_leg.mean,Hand_arm.mean,Head.mean,Mouth.mean,Torso.mean,Exclusivity.perceptual,Exclusivity.action,Exclusivity.sensorimotor,Modality
outrageously,2.25,0.2,0.55,1.6,0.25,2.7,0.95,1.6,2.85,2.25,1.1,0.331,0.217,0.163,Visual
outrageousness,2.263,0.211,0.316,1.632,0.158,2.895,0.45,0.95,2.6,2.1,0.4,0.366,0.338,0.196,Visual
outraging,2.421,0.132,0.263,2.132,0.158,2.447,1.15,1.4,2.6,2.2,0.75,0.307,0.228,0.158,Visual
outrank,1.286,0,0.143,1.714,0.095,2.143,0.381,0.333,1.81,1.333,0.476,0.398,0.341,0.221,Visual
outreach,1.4,0,0.9,0.6,0.05,1.65,1.056,2.722,1.556,0.333,0.5,0.359,0.387,0.253,Visual
outright,1.444,0,0,0.833,0,1.333,0.947,0.895,2.053,1.263,0.737,0.4,0.223,0.216,Auditory
outrun,1,0,0.15,1.25,0,3.4,4.45,1.6,1.55,0.45,1.5,0.586,0.419,0.29,Visual
outscore,2.353,0,0.294,1.412,0,3.824,1.737,1.895,2.895,0.947,1.263,0.485,0.223,0.23,Visual
outsell,1.235,0.235,0.118,0.529,0.176,2.529,0.632,1,1.421,1.474,0.421,0.5,0.213,0.247,Visual
outset,1.412,0,0.118,0.412,0,1.647,0.667,0.733,1.933,0.533,0.6,0.459,0.313,0.24,Visual
outshine,1.235,0,0.294,0.529,0,2.235,0.947,1.263,2.474,1.526,0.632,0.521,0.269,0.222,Visual
outshoot,2.062,0,0.5,0.375,0.125,3.25,0.105,2.158,1.474,0.158,0.158,0.515,0.506,0.314,Visual
outside,3.579,0.947,1.947,1.579,3.158,4.421,2.824,2.824,3.529,2.235,2.529,0.222,0.093,0.117,Visual
outsider,1.667,0.278,0.944,1.056,0.278,3,0.25,0.55,2.3,1.05,0.25,0.377,0.466,0.237,Visual
outsize,0.471,0,1.294,0.294,0.059,2.824,1.333,1.889,2.167,0.778,1.722,0.571,0.176,0.22,Visual
outsized,0.789,0.158,1.421,0.947,0.105,3.105,1.45,1.5,1.75,0.7,1.3,0.46,0.157,0.227,Visual
outskirt,0.636,0.152,0.485,0.515,0.212,3.667,0.789,0.579,1.947,0.474,0.421,0.62,0.362,0.356,Visual
outskirts,0.556,0.111,0.444,0.778,0.278,4.056,0.474,0.368,1,0.263,0.316,0.634,0.304,0.456,Visual
outsmart,2.85,0,0.05,1.9,0,2.75,0.286,0.381,3.381,1.619,0.143,0.377,0.557,0.253,Auditory
outsource,0.812,0.062,0.375,0,0.312,1.562,0.286,0.476,2.762,1.333,0.524,0.5,0.46,0.325,Visual
outspend,0.938,0,0.438,1.062,0,2.125,0.053,1.632,1.947,0.526,0.158,0.466,0.439,0.239,Visual
outspent,0.889,0,0.389,0.722,0.056,2.5,0.05,0.35,1.15,0.6,0.05,0.549,0.5,0.37,Visual
outspoken,4.5,0.125,0.625,0.875,0.125,1.75,0,0.389,1.889,2.778,0.111,0.547,0.538,0.342,Auditory
outspokenly,3.938,0,0,0.531,0,1.594,0.053,0.579,2.263,3.684,0.316,0.649,0.527,0.304,Auditory
outspokenness,3.944,0.278,0.333,0.611,0.5,1.167,0.105,0.474,2.368,3.105,0.158,0.537,0.483,0.294,Auditory
outspread,0.111,0,0.722,0.722,0,2.889,0.684,1.632,1.053,0.158,0.474,0.65,0.368,0.342,Visual
outstand,1.647,0.235,0.588,1.059,0.176,2.059,1,1,1.667,1.667,1.056,0.327,0.104,0.155,Visual
outstanding,2.278,0.944,0.667,1.833,0.5,2.444,1.056,1.5,2.111,2.167,1,0.224,0.149,0.118,Visual
outstandingly,2.222,0.722,0.5,1.667,0.778,2.944,0.526,0.895,2.211,1.053,0.421,0.277,0.351,0.181,Visual
outstretch,0.588,0.059,1.882,1.059,0.059,3.706,2.389,3.778,1.333,0.833,1.278,0.496,0.306,0.219,Visual
outstretched,0.647,0,1.353,1.235,0,3.529,2.9,3.8,1.75,0.65,1.85,0.522,0.288,0.215,Visual
outtake,2.5,0,0.15,0.05,0,2.95,0.6,0.9,2.3,1.1,0.4,0.522,0.358,0.269,Visual
outtakes,2.25,0,0.062,0.312,0.062,3.25,0.944,1.5,2.556,1.722,0.944,0.547,0.21,0.239,Visual
outthink,1.421,0.211,0.316,1.579,0.105,0.789,0.263,0.316,4.684,0.579,0.368,0.333,0.712,0.431,Interoceptive
outthrust,0.583,0,1.167,0.667,0,2.667,1.684,2.105,1.421,0.737,1.263,0.525,0.19,0.217,Visual
outvote,1.429,0.357,0.571,0.929,0.357,2.714,0.222,1.278,2.222,1.444,0.222,0.371,0.371,0.212,Visual
outwait,1.067,0.267,0.4,0.733,0.267,2.067,1.5,0.833,2.556,0.889,0.667,0.375,0.293,0.204,Visual
outward,0.941,0,0.471,0.235,0,3.176,1.476,1.571,1.952,1.048,1.143,0.659,0.126,0.264,Visual
outwardly,1.842,0.105,0.895,1.105,0.211,3.158,0.6,0.9,2,0.5,0.35,0.417,0.379,0.262,Visual
outwards,1.056,0,0.778,0.5,0.056,3.056,1.5,1.9,2.15,0.8,1.05,0.561,0.182,0.238,Visual
outweigh,1.19,0.429,1.524,0.714,0.429,2.667,0.474,1,1.474,0.474,1.158,0.322,0.218,0.194,Visual
outwit,2.263,0,0,1.211,0,2.526,0.2,0.7,3.05,1.4,0.2,0.421,0.514,0.264,Visual
outworn,0.333,0.111,1.444,0.667,0.222,2.889,1.632,1.632,1.895,0.368,1.105,0.49,0.23,0.226,Visual
outwrestle,0.444,0.056,2.556,1.444,0.056,2.389,3.111,3.556,1.722,0.778,3.389,0.36,0.221,0.179,Haptic
oval,0.222,0,1.444,0.056,0.111,4.611,0.19,1.762,2.524,0.857,0.19,0.716,0.422,0.385,Visual
ovarian,0.812,0,0.531,0.906,0.031,1.625,0.389,0.056,1.222,0.222,2.111,0.416,0.514,0.267,Visual
ovary,0.333,0.056,0.611,2,0.111,1,0.25,0.2,1.7,0.15,2.75,0.473,0.515,0.294,Interoceptive
ovation,3.389,0,0.444,0.833,0,2.944,0.789,2.474,1.632,1.368,0.421,0.445,0.307,0.237,Auditory
oven,1.105,0.158,2.368,0.211,1.789,4.368,0.524,2.762,1.952,0.476,0.81,0.421,0.35,0.255,Visual
ovenproof,0.125,0.062,1.375,0.125,0.188,2.312,0.176,1.118,1.647,0,0.471,0.537,0.483,0.304,Visual
ovenware,0.4,0.067,3.533,0.333,0.067,3.933,0.333,2.5,2.056,0.278,0.056,0.464,0.468,0.286,Visual
over,1.632,0.105,0.632,1.158,0.316,2.421,1.85,2.1,2,1,1.1,0.37,0.137,0.162,Visual
overabundance,1.562,0.688,1.438,1.438,0.188,3.938,0.75,1.1,1.4,1.4,0.85,0.405,0.118,0.254,Visual
overabundant,1.35,0.5,1.05,0.7,0.5,3.7,0.667,1.556,1.5,1.167,0.778,0.41,0.157,0.238,Visual
overachieve,1.176,0,0,2.294,0,2.647,0.9,1.35,3.1,1.1,0.75,0.433,0.326,0.233,Visual
overachiever,1.833,0,0.111,0.333,0,2.944,0.737,1.053,2.737,2.158,0.789,0.564,0.268,0.232,Visual
overact,3.194,0.083,0.389,1.556,0.028,3.722,1.368,1.947,3.158,3.263,1.579,0.412,0.167,0.182,Visual
overactive,1.5,0.375,0.75,2.688,0.312,2.688,2.7,2.55,2.75,1.85,1.95,0.286,0.076,0.121,Interoceptive
overage,1.579,0.263,0.632,0.684,0.368,2.789,0.556,0.778,1.722,0.556,0.556,0.4,0.28,0.241,Visual
overall,1.316,0.684,0.842,1.053,0.789,2.421,1.467,1.8,2.733,2.333,1.733,0.244,0.126,0.119,Visual
overalls,0,0,3.071,0,0.214,4.571,2.714,2.048,1.429,0.095,2.667,0.582,0.293,0.272,Visual
overambitious,2.619,0.286,0.333,1.762,0.286,2.762,0.3,0.45,2.7,1,0.2,0.308,0.538,0.202,Visual
overanalyze,1.684,0.105,0.368,1.421,0.105,1.368,0,0.1,4.35,0.95,0,0.312,0.806,0.416,Auditory
overanxious,1.579,0.158,0.368,4.316,0.158,2.105,1.5,1.15,2.8,1.8,1.8,0.479,0.182,0.234,Interoceptive
overanxiously,1.944,0.222,0.333,3.444,0.278,1.889,1.45,1.5,3.35,2.05,1.7,0.397,0.189,0.177,Interoceptive
overarch,0.267,0,1.067,0.333,0,3.067,1.353,1.882,1.882,0.412,1.471,0.648,0.21,0.261,Visual
overarching,1,0,0.5,0.667,0,2.889,0.35,1.15,1.15,0.45,0.55,0.571,0.219,0.332,Visual
overassertive,3.812,0.188,0.375,0.938,0.25,3.875,0.526,0.895,2.211,2.158,0.579,0.391,0.264,0.233,Visual
overbalance,0.722,0.056,2,1.889,0.056,3.111,1.444,1.556,1.778,0.611,1,0.39,0.183,0.215,Visual
overbear,1.4,0.1,0.5,2.15,0.1,1.4,0.188,0.375,1.812,1.5,0.5,0.363,0.371,0.204,Interoceptive
overbearing,2.75,0.6,0.65,1.6,0.65,2.15,1.05,0.9,2.65,1.9,0.95,0.256,0.235,0.136,Auditory
overbearingly,1.9,0.45,0.9,2,0.75,1.55,0.556,1,1.833,1.111,0.556,0.205,0.253,0.123,Interoceptive
overbid,2.353,0,0.059,0.471,0,2.118,0.3,2.1,2.5,2.8,0.6,0.471,0.301,0.211,Auditory
overbill,0.364,0,0,0.909,0,2.545,0.267,1,2.267,1.2,0.267,0.667,0.4,0.289,Visual
overbite,0.176,0,1.235,0.706,0,3.882,0.105,0.105,1.158,4.368,0.105,0.647,0.73,0.369,Visual
overblown,2.667,0.167,0.444,1.222,0.222,2.167,0.286,0.524,1.19,1.333,0.238,0.363,0.307,0.239,Auditory
overboard,1.688,0,0.875,1.062,0,3.938,1.579,1.474,1.947,0.842,1.526,0.521,0.15,0.264,Visual
overbook,2,0,0.125,0.438,0,2.875,0.05,0.9,1.75,1.05,0.05,0.529,0.447,0.311,Visual
overbought,0.632,0.105,0.421,0.526,0.105,2.895,0.059,1.235,2.353,0.588,0.118,0.596,0.527,0.314,Visual
overbuilt,0.455,0.045,1.045,0.318,0.045,3.773,0.65,1.8,2.5,0.55,0.8,0.656,0.31,0.311,Visual
overburden,0.619,0,1.048,3.619,0,1.333,1.5,2.15,2.55,0.55,1.4,0.547,0.245,0.245,Interoceptive
overcapacity,1.294,0.294,0.529,0.412,0.235,3.353,0.952,1.143,2.333,0.905,1.095,0.51,0.222,0.248,Visual
overcapitalize,1.125,0,0.125,0.438,0,1.625,0.25,0.5,1.312,0.812,0.125,0.491,0.396,0.257,Visual
overcast,0.111,0,0,0.167,0,4.778,0.053,0.158,2.579,0.211,0.053,0.945,0.828,0.589,Visual
overcautious,1.833,0.056,0.278,1.5,0,2.667,1.55,1.55,3,1.95,1.15,0.421,0.201,0.193,Visual
overcautiously,1.467,0.133,0.2,2.067,0.067,2.533,1.316,1.316,2.737,1.263,1.211,0.381,0.195,0.187,Visual
overcharge,1.667,0.056,0.056,0.444,0.278,3,0.3,1.15,2,1.65,0.45,0.535,0.306,0.266,Visual
overcoat,0.15,0,2.6,0.1,0.25,4.4,0.278,2.5,0.889,0,3,0.587,0.45,0.311,Visual
overcome,1.389,0.222,0.333,2.5,0.5,2.556,1.632,1.895,3.421,1.632,1.579,0.311,0.181,0.181,Visual
overcompensate,1.167,0.111,0.833,1.611,0.222,2.056,1.2,1.3,2.05,1.35,0.95,0.324,0.161,0.151,Visual
overcompensation,1.6,0.286,0.686,0.829,0.314,2.486,0.905,1.286,2.143,0.905,0.762,0.355,0.23,0.18,Visual
overconcentration,0.944,0.5,0.611,2.056,0.444,2.444,0.1,0.25,2.95,0.3,0.25,0.286,0.74,0.263,Visual
overconfidence,2.833,0.056,0.333,2.389,0.222,2.722,0.579,1,3.105,2.316,0.947,0.325,0.318,0.185,Auditory
overconfident,2.556,0,0,2.056,0,3.222,0.842,1.421,3.526,2.211,0.947,0.411,0.3,0.21,Visual
overconfidently,2.75,0.062,0.125,1,0.062,2.875,0.846,0.846,4.077,2.462,1,0.409,0.35,0.249,Visual
overconsumption,0.737,1.105,0.368,2.474,0.211,3.105,0.368,1.526,2.789,4.211,2.316,0.362,0.343,0.208,Visual
overcook,1.278,4.167,1.389,0.778,3.444,3.722,0.19,2.19,1.762,1.571,0.619,0.229,0.316,0.188,Gustatory
overcool,0.412,0.353,2.941,2,0.353,0.882,0.875,1.312,1.5,1.188,1,0.373,0.106,0.202,Haptic
overcorrect,1.889,0.444,1.778,1.333,0.333,2.833,0.714,1.905,2.476,1.524,0.619,0.29,0.257,0.158,Visual
overcorrection,2.053,0.316,0.895,1.474,0.211,3.053,1.143,2.048,2.524,1.429,0.762,0.355,0.223,0.179,Visual
overcritical,2.722,0.111,0.444,2.722,0.167,2.5,0.5,0.45,3,2.35,0.45,0.301,0.378,0.187,Auditory
overcrowd,1.765,0.118,1.118,0.824,0.118,4.059,1.7,1.9,2.5,1.05,1.75,0.493,0.163,0.233,Visual
overcrowded,2.81,0.048,2.19,1.619,0.952,4.381,1.842,2,2.579,0.895,1.842,0.361,0.184,0.205,Visual
overcurious,2,0,0.5,1.062,0.125,2,0.5,1.056,3.944,2.167,0.222,0.352,0.472,0.291,Auditory
overdelicate,0.688,0.188,2.062,1.062,0.188,2.25,0.5,1.75,1.8,1,0.55,0.32,0.232,0.171,Visual
overdevelop,0.471,0.294,0.824,0.412,0.471,3.588,0.789,1.789,2.842,1.316,0.947,0.544,0.267,0.24,Visual
overdevelopment,1.333,0.333,1.133,1.133,0.667,3.267,1.389,1.778,2.167,0.889,1.389,0.373,0.168,0.19,Visual
overdo,1.529,0.235,0.647,2.118,0.647,2.588,1.474,2.474,2.474,1.579,1.421,0.303,0.112,0.137,Visual
overdone,0.579,2.895,1.158,0.526,1.895,3.053,0.333,0.667,2.111,1.611,0.333,0.25,0.352,0.179,Visual
overdose,0.889,1.167,0.778,3.611,0.389,2.111,0.684,1.263,1.684,3.105,2.105,0.36,0.274,0.181,Interoceptive
overdraft,0.895,0,0.526,0.263,0,3.263,0.316,1.053,1.105,0.684,0.211,0.66,0.266,0.392,Visual
overdramatic,3.333,0,0.111,1.056,0,3.389,0.944,1.889,3.111,3.556,0.944,0.43,0.25,0.194,Visual
overdramatically,3,0,0,0.667,0,3.333,1.158,2.263,3.105,2.474,1.105,0.476,0.198,0.195,Visual
overdramatize,3.765,0,0.235,1.353,0,3.647,0.9,1.15,2.6,2.45,1.15,0.418,0.206,0.218,Auditory
overdraw,0.688,0,0.688,0.375,0,2.5,0.268,1.195,1.732,0.39,0.22,0.588,0.397,0.31,Visual
overdrawn,0.556,0.056,0.167,1.167,0.056,2.944,0.3,1.15,2.45,0.5,0.25,0.584,0.473,0.301,Visual
overdress,0.25,0,0.55,0.6,0,3.7,1.579,1.737,1.895,0.316,1.895,0.725,0.213,0.296,Visual
overdrive,1.531,0.125,1.094,2.312,0.281,2.281,2.45,2.3,2.45,0.9,1.55,0.287,0.161,0.135,Interoceptive
overdriven,1.235,0,0.353,2.176,0.059,1.765,0.842,1.105,1.421,0.421,0.526,0.389,0.232,0.22,Interoceptive
overdubbed,3,0.143,0.5,0.857,0.143,1.143,0.167,0.556,1.556,1.167,0.111,0.494,0.406,0.309,Auditory
overdue,1.4,0.05,0,0.95,0,2.1,0.727,1.091,2.045,0.955,0.591,0.467,0.269,0.212,Visual
overeager,1.944,0,0.111,2.167,0,2.444,1.05,1.05,2.75,1.95,0.85,0.367,0.248,0.192,Visual
overeagerly,2.368,0.368,0.789,1.474,0.368,3.368,1.6,2.067,3,2.2,1.6,0.343,0.134,0.156,Visual
overeat,0.889,2.5,1.111,3.667,1.056,2.389,0.095,1,1.571,3.619,2.667,0.239,0.394,0.174,Interoceptive
overeaten,0.611,1.417,0.972,3.472,0.556,1.667,0.158,1.211,1.211,3.526,2.737,0.335,0.381,0.192,Interoceptive
overeater,0.842,1.789,0.684,1.737,0.421,3.579,0.3,1.7,2.2,3.9,1.9,0.349,0.36,0.189,Visual
overeducate,1.895,0,0.105,0.895,0,2.263,0,0.167,2.611,0.944,0,0.439,0.701,0.294,Visual
overeducated,2.9,0,0.15,0.7,0,1.75,0.5,0.45,3.2,1.1,0.45,0.527,0.482,0.286,Auditory
overemotional,3.238,0.095,0.286,2.143,0.095,3,0.389,0.889,2.833,2,0.833,0.355,0.352,0.199,Auditory
overemphasis,2.412,0.235,0.471,1.529,0.353,1.765,0.222,1.056,1.222,2.778,0.556,0.322,0.438,0.203,Auditory
overemphasize,3.2,0,0.133,0.533,0,1.533,0,0.235,2.176,2.118,0.059,0.593,0.474,0.32,Auditory
overemphatic,2.812,0,0.125,1.5,0.062,2.688,0.412,0.941,2.765,2.059,0.412,0.391,0.357,0.204,Auditory
overenthusiastic,2.75,0.25,0.45,2.1,0.3,2.6,1.364,1.727,3.136,2.545,1.318,0.296,0.18,0.156,Auditory
overestimate,2.235,0,0.294,0.882,0,2.059,0.35,0.85,2.8,1.5,0.3,0.409,0.431,0.248,Auditory
overestimation,1.476,0,0.286,0.667,0,2.19,0.143,0.238,3.143,1.476,0.048,0.474,0.613,0.325,Visual
overexcite,2.684,0.316,0.684,3,0.474,2.842,0.952,1.381,3.048,2.095,1.143,0.268,0.243,0.147,Interoceptive
overexcitement,1.529,0.176,0.353,4.235,0.176,2.059,1.4,2.4,2.933,2.733,1.2,0.476,0.162,0.211,Interoceptive
overexert,0.357,0.071,1.5,4.5,0.143,1.5,2.875,2.875,1.5,0.562,2.812,0.549,0.218,0.237,Interoceptive
overexerted,0.722,0,0.722,4.167,0.056,1.889,2.952,3.238,2.952,1.619,2.524,0.551,0.122,0.2,Interoceptive
overexpansion,1.211,0.211,0.895,1.053,0.316,2.842,0.421,0.842,1.263,0.579,0.632,0.403,0.225,0.256,Visual
overexpose,1.071,0.143,0.643,1,0.357,2.929,0.444,1.389,2.389,0.556,0.833,0.453,0.347,0.237,Visual
overexposed,1.889,0.389,0.778,1.111,0.5,3.389,1.35,1.5,2.1,1.1,1.55,0.372,0.132,0.192,Visual
overexposure,0.667,0,0.222,0.944,0.222,3.778,0.789,1.368,2.105,0.579,0.474,0.648,0.307,0.339,Visual
overextend,0.85,0,1.35,2.45,0,2.4,1.65,2.05,1.1,0.4,0.95,0.348,0.268,0.186,Interoceptive
overextension,0.778,0.056,1.278,2.5,0,1.944,2.05,2.45,1.75,0.9,1.45,0.381,0.18,0.165,Interoceptive
overfed,0.2,1.467,0.6,3.533,0.667,0.333,0.211,0.947,1.263,3.368,3.263,0.49,0.349,0.21,Interoceptive
overfeed,0.7,0.15,0.75,1.85,0.1,2.9,0.158,2.105,1.158,3,1.368,0.434,0.365,0.204,Visual
overfill,0.812,0,1.5,0.75,0.125,3.875,0,2.65,1.6,1.1,0.85,0.549,0.427,0.292,Visual
overfish,0.923,0.231,0.077,0.462,0.538,3.077,0.579,2.263,2.105,0.474,0.632,0.565,0.296,0.264,Visual
overflow,0.875,0,1.562,0.438,0.125,3.562,0.6,1.4,1.65,0.4,0.4,0.543,0.281,0.323,Visual
overflowing,2.333,0,1.556,0.278,0.111,4,0.158,1.263,1.789,0.737,0.263,0.483,0.388,0.32,Visual
overfull,0.6,0.5,1.65,2.05,0.35,2.7,0.579,1.632,2.316,1.684,1.368,0.299,0.229,0.152,Visual
overgenerous,1.444,0.444,0.5,1.611,0.556,2.556,0.4,0.8,2,1.2,0.4,0.297,0.333,0.181,Visual
overgraze,0.636,0.364,0.545,0.455,0.364,3.636,0.278,0.611,1.667,1.889,0.5,0.545,0.326,0.307,Visual
overgrow,0.222,0.056,1.056,0.222,0.278,3.389,0.579,0.842,1.684,0.211,0.421,0.638,0.394,0.372,Visual
overgrown,0.5,0.375,1.938,0.625,0.188,4.25,0.15,0.8,2.15,0.1,0.1,0.516,0.621,0.371,Visual
overgrowth,0,0,0.389,0.111,0,4.222,1.15,1.6,1.75,0.45,0.7,0.894,0.23,0.407,Visual
overhand,0.214,0,0.786,0.429,0,2.571,0.444,3.944,1.889,0.278,1.167,0.643,0.475,0.336,Visual
overhang,0.526,0.053,0.789,0.158,0.158,3.737,0.65,1.6,2.1,0.45,0.7,0.68,0.3,0.337,Visual
overhanging,0.167,0,0.889,0.222,0,3.111,0.45,1.1,1.8,0.4,0.5,0.709,0.329,0.36,Visual
overhasty,1.286,0,0.143,1.643,0,2.786,1.45,1.4,2.55,1.35,1.05,0.476,0.192,0.204,Visual
overhaul,1,0.278,0.611,0.333,0.222,1.389,1.368,2.316,1.579,0.684,1.263,0.304,0.226,0.19,Visual
overhead,1.444,0.111,0.778,0.667,0.444,3.111,0.579,1.053,2.421,0.263,0.368,0.458,0.461,0.267,Visual
overhead projector,0.684,0,1.947,0,0.053,4.632,0.263,1.947,2.789,0.158,0.263,0.633,0.485,0.364,Visual
overheads,1.929,0.286,0.857,0.643,0.357,4.071,0.3,0.65,3.05,0.15,0.3,0.465,0.652,0.311,Visual
overhear,4.65,0,0,0.15,0,0.3,0.2,0.25,4.6,0.15,0.2,0.912,0.824,0.443,Auditory
overheat,1.062,0.375,2.25,3.125,1,1.812,1.421,2.158,2.947,1.421,2.053,0.286,0.153,0.14,Interoceptive
overheated,0.632,0.526,3.579,2.737,1.263,2,1.45,2.25,3.1,1.95,2.65,0.284,0.145,0.138,Haptic
overhung,0.667,0,1.6,0.267,0,4,0.389,0.722,1.722,0.611,0.389,0.612,0.348,0.386,Visual
overhunt,1.294,0,0,0.824,0,3.176,1.474,2.053,2.368,0.632,0.684,0.6,0.241,0.254,Visual
overindulge,1.3,3,1.4,3.2,1.4,2.3,1.05,1.7,2.4,3.45,1.9,0.151,0.229,0.104,Interoceptive
overindulgence,0.81,2.333,1.238,3.381,1.429,2.476,0.774,1.323,2.968,3.065,1.548,0.22,0.237,0.122,Interoceptive
overindulgent,0.611,1.889,0.5,2.667,0.833,1.444,0.211,1.263,2.105,2.947,1.421,0.273,0.344,0.172,Interoceptive
overinflate,1.2,0,3,0.333,0.133,3.733,0.7,1.95,1.7,1.65,1.15,0.444,0.175,0.24,Visual
overinflated,0.438,0,2.375,0.25,0,4.188,0.625,2.5,2.625,2.188,1.438,0.578,0.213,0.252,Visual
overinvest,1.067,0,0,1.133,0,2.533,0.053,0.947,2.789,0.632,0.316,0.535,0.578,0.295,Visual
overinvestment,1.053,0.105,0.053,1,0.105,2.263,0,1.059,2.824,1.118,0.118,0.483,0.552,0.291,Visual
overjoyed,2.211,0.316,0.579,3.737,0.316,2.632,0.842,1.474,4.053,3,1.158,0.349,0.305,0.184,Interoceptive
overkill,2.353,0.588,0.706,0.529,0.529,3.294,1.235,1.471,2.529,1.765,1.294,0.346,0.156,0.17,Visual
overlabor,0.688,0,0.875,2.375,0.188,1.938,2.1,2.2,2,0.85,1.9,0.392,0.149,0.157,Interoceptive
overlaid,0.5,0.278,1.111,0.5,0.056,2.889,0.789,1.737,1.105,0.421,0.737,0.531,0.275,0.28,Visual
overlap,0.722,0.194,1.833,0.5,0.194,3.278,1.154,2.359,2,0.795,0.615,0.459,0.252,0.226,Visual
overlapping,0.25,0.1,1.55,0.1,0.1,3.35,1.111,1.833,1.5,0.722,0.444,0.596,0.248,0.294,Visual
overlarge,0.381,0.143,1.857,0.476,0.143,3.333,0.857,1.619,2.476,0.714,0.81,0.504,0.272,0.249,Visual
overlay,0.118,0.059,1.059,0.118,0.059,3.706,0.474,1.947,1.632,0.053,0.105,0.713,0.45,0.392,Visual
overleap,0.812,0.062,0.625,0.812,0.125,2.5,2.667,0.381,0.857,0.143,0.476,0.494,0.558,0.275,Visual
overlie,0.4,0,0.9,0.3,0,2.8,1.062,1.312,2.062,1,1,0.636,0.165,0.258,Visual
overload,1.619,0.238,0.81,1.667,0.429,2.619,1,1.895,1.947,0.842,1.105,0.323,0.163,0.168,Visual
overlook,0.81,0,0.286,0.524,0.048,3.81,0.368,0.579,2.368,0.474,0.368,0.696,0.481,0.395,Visual
overlord,2.824,0.706,1.294,2.353,0.706,3.059,1.059,1.471,2.235,1.529,0.765,0.215,0.208,0.131,Visual
overloud,3.6,0,0.067,1.6,0,0.4,0.091,0.227,2.455,1.864,0.045,0.635,0.515,0.348,Auditory
overly,1.312,0.875,1.062,1.188,0.75,1.875,0.55,0.65,1.45,0.75,0.45,0.159,0.26,0.131,Visual
overlying,0.667,0.133,0.667,0.333,0.133,2.133,0.316,0.632,1.684,0.474,0.421,0.492,0.388,0.263,Visual
overmatch,1.576,0.152,0.788,1,0.152,3.152,1.167,1.5,1.5,0.889,1,0.44,0.101,0.233,Visual
overmodest,2.824,0,0.706,1.353,0.294,3.765,1.118,1.235,2.882,2.176,1.294,0.421,0.203,0.213,Visual
overnight,1.118,0.118,0.588,1.471,0.353,2.176,0.4,0.35,2.35,0.6,0.75,0.354,0.449,0.217,Visual
overnight bag,0.455,0,2.576,0.061,0.182,3.606,0.158,1.842,0.526,0.158,0.474,0.524,0.533,0.359,Visual
overnighter,1.263,0.158,0.632,1.632,0.211,2.053,1.25,1.45,2.35,1.1,1.4,0.319,0.166,0.162,Visual
overpass,1,0.048,0.381,0.524,0.238,3.857,1.05,0.85,2.25,0.45,0.8,0.63,0.333,0.333,Visual
overpay,1.048,0.048,0.333,0.762,0.048,1.667,0.35,1.15,1.3,0.75,0.35,0.415,0.244,0.207,Visual
overpayment,0.75,0,0.312,0.75,0,2.25,0.333,1.381,2.19,0.571,0.381,0.554,0.382,0.252,Visual
overplant,0.071,0,0.571,0,0,3.857,0.294,1.882,1.471,0.412,0.353,0.857,0.36,0.433,Visual
overplay,1.875,0.188,0.625,1.188,0.125,2.75,1.647,1.941,2.353,1.647,1.412,0.389,0.105,0.167,Visual
overpopulate,1.571,0,0.095,0.476,0.333,3.429,1,1,1.5,1,1.2,0.581,0.088,0.295,Visual
overpopulation,1.842,0.263,0.316,0.474,0.421,3.789,0.105,0.105,1.421,0.211,0.316,0.496,0.61,0.398,Visual
overpower,1.765,1.059,1.765,1.824,1.176,3.353,2.05,3.2,2.4,1.2,1.25,0.21,0.198,0.109,Visual
overpowering,1.5,1.214,2.714,2.714,1.143,2.571,1.833,3.278,2.611,1.667,2.167,0.133,0.139,0.091,Haptic
overpoweringly,2.111,0.833,0.833,1.722,0.889,2.667,1.619,2.429,2.238,1.667,1.857,0.202,0.083,0.097,Visual
overpressure,1.147,0.059,1.059,1.559,0.059,2.059,0.314,0.8,1.971,1,0.286,0.337,0.386,0.194,Visual
overprice,1.158,0.263,0.684,1.158,0.263,3.632,0.316,1.105,1.737,1,0.368,0.471,0.314,0.288,Visual
overpriced,1.263,0.316,0.368,0.895,0.105,3.632,0.053,0.368,2.526,0.368,0,0.536,0.762,0.367,Visual
overprint,0.688,0,0.312,0.562,0,3.562,0.316,1.842,2.316,0.789,0.368,0.695,0.355,0.331,Visual
overproduce,0.857,0.333,0.381,0.476,0.143,3.476,1.158,1.947,2.158,1.474,1.105,0.588,0.134,0.247,Visual
overproduction,1.19,0.095,0.238,0.381,0.286,2.905,0.526,0.895,1.895,0.895,0.421,0.551,0.318,0.289,Visual
overpromise,2.767,0.2,0.3,1.067,0.233,1.433,0.263,0.789,2,3.842,0.263,0.428,0.5,0.277,Auditory
overprotect,1.2,0.2,0.7,1.05,0.05,2.7,1.762,2.381,2.762,1.81,1.571,0.449,0.116,0.168,Visual
overprotection,1.882,0.059,0.765,2.176,0.118,3.235,1.45,1.85,2.75,1.3,1.7,0.386,0.16,0.184,Visual
overprotective,2.875,0.188,0.625,1.875,0.188,3.25,0.95,2.05,2.7,2.4,1.3,0.34,0.186,0.166,Visual
overqualified,2.529,0,0.412,0.882,0,2.824,0.667,1,2.714,2.095,0.619,0.425,0.295,0.205,Visual
